data.average.firstView.Colordepth,data.average.firstView.FirstInteractive,data.average.firstView.LastInteractive,data.average.firstView.PerformancePaintTiming.first-contentful-paint,data.average.firstView.PerformancePaintTiming.first-paint,data.average.firstView.SpeedIndex,data.average.firstView.TTFB,data.average.firstView.TTIMeasurementEnd,data.average.firstView.TimeToInteractive,data.average.firstView.aft,data.average.firstView.avgRun,data.average.firstView.basePageSSLTime,data.average.firstView.bigImageCount,data.average.firstView.bytesIn,data.average.firstView.bytesInDoc,data.average.firstView.bytesOut,data.average.firstView.bytesOutDoc,data.average.firstView.cached,data.average.firstView.chromeUserTiming.InteractiveTime,data.average.firstView.chromeUserTiming.domComplete,data.average.firstView.chromeUserTiming.domContentLoadedEventEnd,data.average.firstView.chromeUserTiming.domContentLoadedEventStart,data.average.firstView.chromeUserTiming.domInteractive,data.average.firstView.chromeUserTiming.domLoading,data.average.firstView.chromeUserTiming.fetchStart,data.average.firstView.chromeUserTiming.firstContentfulPaint,data.average.firstView.chromeUserTiming.firstImagePaint,data.average.firstView.chromeUserTiming.firstLayout,data.average.firstView.chromeUserTiming.firstMeaningfulPaint,data.average.firstView.chromeUserTiming.firstMeaningfulPaintCandidate,data.average.firstView.chromeUserTiming.firstPaint,data.average.firstView.chromeUserTiming.firstTextPaint,data.average.firstView.chromeUserTiming.loadEventEnd,data.average.firstView.chromeUserTiming.loadEventStart,data.average.firstView.chromeUserTiming.responseEnd,data.average.firstView.chromeUserTiming.unloadEventEnd,data.average.firstView.chromeUserTiming.unloadEventStart,data.average.firstView.connections,data.average.firstView.cpu.Idle,data.average.firstView.cpu.Paint,data.average.firstView.date,data.average.firstView.docTime,data.average.firstView.domComplete,data.average.firstView.domContentLoadedEventEnd,data.average.firstView.domContentLoadedEventStart,data.average.firstView.domElements,data.average.firstView.domInteractive,data.average.firstView.domLoading,data.average.firstView.domTime,data.average.firstView.effectiveBps,data.average.firstView.effectiveBpsDoc,data.average.firstView.final_base_page_request,data.average.firstView.firstContentfulPaint,data.average.firstView.firstImagePaint,data.average.firstView.firstLayout,data.average.firstView.firstMeaningfulPaint,data.average.firstView.firstPaint,data.average.firstView.firstTextPaint,data.average.firstView.fullyLoaded,data.average.firstView.fullyLoadedCPUms,data.average.firstView.fullyLoadedCPUpct,data.average.firstView.gzip_savings,data.average.firstView.gzip_total,data.average.firstView.image_savings,data.average.firstView.image_total,data.average.firstView.lastVisualChange,data.average.firstView.lighthouse.Accessibility,data.average.firstView.lighthouse.BestPractices,data.average.firstView.lighthouse.Performance,data.average.firstView.lighthouse.Performance.estimated-input-latency,data.average.firstView.lighthouse.Performance.first-contentful-paint,data.average.firstView.lighthouse.Performance.first-cpu-idle,data.average.firstView.lighthouse.Performance.first-meaningful-paint,data.average.firstView.lighthouse.Performance.interactive,data.average.firstView.lighthouse.Performance.speed-index,data.average.firstView.lighthouse.ProgressiveWebApp,data.average.firstView.lighthouse.SEO,data.average.firstView.loadEventEnd,data.average.firstView.loadEventStart,data.average.firstView.loadTime,data.average.firstView.maybeCaptcha,data.average.firstView.minify_savings,data.average.firstView.minify_total,data.average.firstView.optimization_checked,data.average.firstView.render,data.average.firstView.requests,data.average.firstView.requestsDoc,data.average.firstView.requestsFull,data.average.firstView.responses_200,data.average.firstView.responses_404,data.average.firstView.responses_other,data.average.firstView.result,data.average.firstView.run,data.average.firstView.score_cache,data.average.firstView.score_cdn,data.average.firstView.score_combine,data.average.firstView.score_compress,data.average.firstView.score_cookies,data.average.firstView.score_etags,data.average.firstView.score_gzip,data.average.firstView.score_keep-alive,data.average.firstView.score_minify,data.average.firstView.score_progressive_jpeg,data.average.firstView.server_rtt,data.average.firstView.smallImageCount,data.average.firstView.start_epoch,data.average.firstView.step,data.average.firstView.testStartOffset,data.average.firstView.test_run_time_ms,data.average.firstView.titleTime,data.average.firstView.visualComplete,data.average.firstView.visualComplete85,data.average.firstView.visualComplete90,data.average.firstView.visualComplete95,data.average.firstView.visualComplete99,data.bwDown,data.bwUp,data.completed,data.connectivity,data.from,data.fvonly,data.id,data.latency,data.location,data.mobile,data.plr,data.successfulFVRuns,data.summary,data.testUrl,data.tester,data.url,speedtracker.day,speedtracker.month,speedtracker.slug,speedtracker.week,speedtracker.year,statusCode,statusText,webPagetestVersion
24,2187,2010,2010.6650000016,2010.6650000016,5647,1235,8783,2010.0,0,1,347.0,0,1380353,355907,121144,26805,0,,2524,2187,2187,2183,1253,8,2010,2126,1999,2541,2541,2010,,2526,2524,1501,1252,1252,37,10390,0,1552658802.684715,2525,2525,2187,2187,1807,2183,0,0,150775,275896.0,0,2011,2127,1999,2542,2010.6650000016,,10390,11019,44.1506410256,16007,792982,32795,580503,12500,0.36,0.79,0.53,155.0698,2035.7879999999998,5235.018,2035.79,10632.185,6443,0.23,0.67,2527,2525,2525,0,-1,-1,1,2000,135,11,135,113,1,21,99999,1,70,90,-1,95,-1,-1,98,100,-1,23,0,16,0,1,0,20401,0,12500,9500,9500,9500,9500,9000,9000,1552658754,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190315_KF_da07734018c7bf5602e402b8570f2729,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190315_KF_da07734018c7bf5602e402b8570f2729,https://www.bhphotovideo.com/,VM03-01-192.168.10.79,https://www.bhphotovideo.com/,15,3,bhphoto-home,11,2019,200,Test Complete,18.1
24,2191,1870,1870.0849999987,1870.0800000006,5327,529,8318,1870.0,0,1,,0,1385044,362073,127941,24164,0,,2555,2190,2190,2171,1139,7,1870,2016,1858,1870,1870,1870,,2559,2555,1349,1138,1138,39,10783,0,1552702906.485391,2555,2555,2191,2191,1844,2171,0,0,135073,178713.0,0,1870,2016,1858,1870,1870.0800000006,,10783,11840,45.8204334365,16007,806528,32795,577786,12800,0.36,0.79,0.49,146.53975,1970.5720000000001,6771.395,2472.9539999999997,12176.88,6022,0.23,0.67,2559,2555,2555,0,-1,-1,1,1900,130,12,130,114,0,16,0,1,68,90,-1,95,-1,-1,99,100,-1,24,0,15,0,1,0,20036,0,10000,10000,10000,10000,10000,9000,9000,1552702862,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190316_KJ_4d9ee3946e359d676afe0de55942d3d9,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190316_KJ_4d9ee3946e359d676afe0de55942d3d9,https://www.bhphotovideo.com/,VM03-06-192.168.10.85,https://www.bhphotovideo.com/,15,3,bhphoto-home,11,2019,200,Test Complete,18.1
24,1858,1794,1794.460000001,1794.4549999992998,5482,1004,8945,1794.0,0,1,347.0,0,1388668,355548,128524,23983,0,,2197,1858,1858,1843,1014,10,1794,1794,1774,1794,1794,1794,,2206,2197,1262,1014,1014,37,10558,0,1552791105.720447,2198,2198,1858,1858,1830,1844,0,0,145349,297778.0,0,1794,1794,1774,1794,1794.4549999992998,,10558,11910,47.5449101796,16007,801997,32795,586618,12700,0.36,0.79,0.37,181.2931666667,1973.908,10471.112,1973.908,11865.7899999981,8997,0.23,0.67,2206,2198,2198,0,-1,-1,1,1800,139,10,139,116,0,23,0,1,68,90,-1,95,-1,-1,99,100,-1,23,0,16,0,1,0,20199,0,9500,9500,9500,9500,9500,9000,9000,1552791058,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190317_A0_8066d09f83cfe98ecc943dda9a6b25b3,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190317_A0_8066d09f83cfe98ecc943dda9a6b25b3,https://www.bhphotovideo.com/,VM03-07-192.168.10.86,https://www.bhphotovideo.com/,16,3,bhphoto-home,11,2019,200,Test Complete,18.1
24,2041,1818,1818.1999999997,1818.1949999998,5492,1147,8352,1818.0,0,1,348.0,0,1390030,362449,133481,26814,0,,2088,2041,2041,2034,1159,15,1818,2121,1805,1818,1818,1818,,2092,2088,1436,1158,1158,38,10414,0,1552835218.709068,2088,2088,2041,2041,1817,2035,0,0,149997,385174.0,0,1818,2121,1805,1818,1818.1949999998,,10414,10489,42.418115649,16007,807253,32795,581927,12100,0.36,0.79,0.45,218.15666666669998,2120.614,9625.192,2120.615,11096.6530000019,6499,0.23,0.67,2092,2088,2088,0,-1,-1,1,1800,142,12,142,119,0,23,0,1,66,90,-1,95,-1,-1,99,100,-1,23,0,15,0,1,0,19975,0,12100,9500,9500,9500,9500,9000,9000,1552835166,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190317_4F_c9d1d1ce7f47ca8c8ec9c1561812b63e,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190317_4F_c9d1d1ce7f47ca8c8ec9c1561812b63e,https://www.bhphotovideo.com/,VM03-05-192.168.10.84,https://www.bhphotovideo.com/,17,3,bhphoto-home,11,2019,200,Test Complete,18.1
24,2816,2336,2336.2250000064,2336.2199999974,4593,1209,7775,2336.0,0,1,353.0,0,1431020,375351,128332,23980,0,,2948,2816,2816,2399,1238,28,2336,2336,2301,2336,2336,2336,,2951,2948,1441,1237,1237,36,11536,0,1552923434.1667929,2949,2948,2816,2816,1807,2399,0,0,138570,215718.0,0,2336,2336,2301,2336,2336.2199999974,,11536,12200,46.037735849099995,16007,815760,32795,616915,13600,0.36,0.79,0.53,163.838,2007.119,6418.358,2007.119,12290.322,5148,0.23,0.67,2951,2948,2949,0,-1,-1,1,2400,118,10,118,106,0,12,0,1,69,90,-1,95,-1,-1,99,100,-1,21,0,13,0,1,0,20878,0,11000,10500,10500,10500,11000,9000,9000,1552923365,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190318_8F_69eeb85606e837323192b190d6655049,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190318_8F_69eeb85606e837323192b190d6655049,https://www.bhphotovideo.com/,VM02-01-192.168.10.69,https://www.bhphotovideo.com/,18,3,bhphoto-home,12,2019,200,Test Complete,18.1
24,2051,1960,1960.0399999981,1960.0349999964,4375,1057,6972,1960.0,0,1,355.0,1,1466096,375327,132611,24002,0,,2391,2050,2050,2041,1074,17,1960,1960,1932,1960,1960,1960,,2397,2394,1329,1073,1073,37,10832,0,1553012310.848918,2395,2392,2051,2051,1884,2042,0,0,149984,280513.0,0,1960,1960,1932,1960,1960.0349999964,,10832,12149,48.0617088608,16007,806909,32795,660028,12900,0.36,0.79,0.54,128.1536,1850.745,5497.771,2244.217,12326.233,5428,0.23,0.67,2398,2395,2395,0,-1,-1,1,2000,124,10,124,112,0,12,0,1,70,90,-1,96,-1,-1,99,100,-1,45,0,15,0,1,0,21939,0,10000,10000,10000,10000,10000,9000,9000,1553012222,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190319_49_784ed4907ebe9dab4925d33488d8e944,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190319_49_784ed4907ebe9dab4925d33488d8e944,https://www.bhphotovideo.com/,VM04-02-192.168.10.90,https://www.bhphotovideo.com/,19,03,bhphoto-home,12,2019,200,Test Complete,18.10
24,57544,1993,1993.5550000009,1993.5550000009,31023,947,63902,57544.0,0,1,,1,1418354,316221,140803,26514,0,57544.0,57548,57544,57544,2080,1178,17,1993,1993,1953,1993,1993,1993,,57557,57548,1445,1178,1178,36,64780,0,1553099851.880894,57549,57549,57544,57544,1816,2081,0,0,22219,5586.0,0,1994,1994,1954,1994,1993.5550000009,,64780,20629,15.8363399094,16007,804827,32795,612461,67200,0.36,0.79,0.43,145.2464,1838.452,12315.913,1838.452,12315.9129999962,6294,0.23,0.67,57558,57549,57549,0,-1,-1,1,2000,130,13,130,113,0,17,0,1,70,90,-1,95,-1,-1,99,100,-1,39,0,16,0,1,0,80379,0,65000,65000,65000,65000,65000,9000,9000,1553099816,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190320_GH_521dc9fa55f8425b5ff7397a9e888f2f,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190320_GH_521dc9fa55f8425b5ff7397a9e888f2f,https://www.bhphotovideo.com/,VM04-08-192.168.10.96,https://www.bhphotovideo.com/,20,03,bhphoto-home,12,2019,200,Test Complete,18.10
24,2250,1958,1958.5249999946,1958.5200000001,6034,3720,10096,1958.0,0,1,,1,1413704,318847,133833,24161,0,,2694,2250,2250,2235,1120,9,1958,2131,1939,2714,2714,1958,,2712,2694,1399,1119,1119,39,11529,0,1553188031.836818,2695,2695,2250,2250,1824,2235,0,0,181035,,0,1959,2131,1939,2715,1958.5200000001,,11529,15260,56.2476962772,16007,808201,32795,604437,13500,0.36,0.79,0.36,145.0462,1994.885,12244.211,1994.886,12244.211,9138,0.23,0.67,2712,2695,2695,0,-1,-1,1,2000,143,12,143,120,0,23,0,1,69,90,-1,95,-1,-1,99,100,-1,39,0,17,0,1,0,21491,0,10500,10500,10500,10500,10500,9000,9000,1553187979,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190321_ZS_607ec6dfcd514526c4ef054cb732b9fb,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190321_ZS_607ec6dfcd514526c4ef054cb732b9fb,https://www.bhphotovideo.com/,VM03-02-192.168.10.81,https://www.bhphotovideo.com/,21,03,bhphoto-home,12,2019,200,Test Complete,18.10
24,2036,1848,1848.4099999987,1848.4099999987,6105,1085,8865,1848.0,0,1,350.0,1,1412719,319990,134106,24154,0,,2381,2035,2035,2027,1100,25,1848,1967,1829,2391,2391,1848,,2386,2382,1314,1100,1100,40,13533,0,1553276259.574786,2382,2382,2036,2036,1830,2028,0,0,113489,246715.0,0,1848,1968,1829,2391,1848.4099999987,,13533,13100,50.2686108979,16007,810144,32795,602858,13300,0.36,0.79,0.42,135.1688333333,2567.732,6637.34,2567.732,12746.848,7074,0.23,0.67,2387,2383,2382,0,-1,-1,1,1900,137,11,137,118,0,19,0,1,69,90,-1,95,-1,-1,99,100,-1,40,0,16,0,1,0,20179,0,10500,10500,10500,10500,10500,9000,9000,1553276207,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190322_ER_75876623fcbc1a70aaef6d3c4484ab96,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190322_ER_75876623fcbc1a70aaef6d3c4484ab96,https://www.bhphotovideo.com/,VM01-03-192.168.10.61,https://www.bhphotovideo.com/,22,03,bhphoto-home,12,2019,200,Test Complete,18.10
24,2156,1844,1844.5800000045,1844.5800000045,4706,1197,8319,1844.0,0,1,351.0,1,1386236,314336,120645,24153,0,,2408,2156,2156,2154,1208,6,1844,1983,1835,1844,1844,1844,,2414,2408,1472,1207,1207,38,10500,0,1553320311.942916,2408,2408,2156,2156,1845,2155,0,0,149009,259567.0,0,1845,1984,1835,1845,1844.5800000045,,10500,10469,42.0819935691,16007,798842,14707,581033,12300,0.36,0.79,0.55,150.5928,1934.94,5555.283,1934.94,12019.805,5322,0.23,0.67,2415,2409,2408,0,-1,-1,1,1900,128,11,128,111,1,16,99999,1,70,90,-1,98,-1,-1,98,100,-1,42,0,16,0,1,0,19673,0,9500,9500,9500,9500,9500,9000,9000,1553320254,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190323_3C_e495b8755ea8ac018d766fc8817e2b79,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190323_3C_e495b8755ea8ac018d766fc8817e2b79,https://www.bhphotovideo.com/,VM01-08-192.168.10.66,https://www.bhphotovideo.com/,23,03,bhphoto-home,12,2019,200,Test Complete,18.10
24,2061,1799,1799.6899999998,1799.6899999998,4688,1058,8532,1799.0,0,1,351.0,1,1398471,323575,136136,27004,0,,2355,2061,2061,2053,1069,9,1799,1914,1785,1799,1799,1799,,2359,2355,1295,1068,1068,37,10492,0,1553364436.818856,2356,2356,2061,2061,1852,2054,0,0,148237,249287.0,0,1800,1915,1786,1800,1799.6899999998,,10492,10159,40.4136833731,16007,815330,14707,583630,12500,0.36,0.79,0.58,139.4344,1902.973,5587.698,1902.973,10107.77,5391,0.23,0.67,2360,2356,2356,0,-1,-1,1,1800,130,12,130,114,0,16,0,1,69,90,-1,98,-1,-1,99,100,-1,42,0,16,0,1,0,18841,0,9500,9500,9500,9500,9500,9000,9000,1553364356,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190323_FY_35d6311d2c0c620dbe0e5eaaf8771e83,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190323_FY_35d6311d2c0c620dbe0e5eaaf8771e83,https://www.bhphotovideo.com/,VM02-02-192.168.10.70,https://www.bhphotovideo.com/,23,03,bhphoto-home,12,2019,200,Test Complete,18.10
24,1981,1896,1896.4100000012,1896.4050000068,5143,1133,8332,1896.0,0,1,348.0,1,1379671,314650,132010,24014,0,,2277,1981,1981,1967,1147,13,1896,1896,1877,1896,1896,1896,,2280,2277,1426,1147,1147,38,10911,0,1553408558.690069,2277,2277,1981,1981,1816,1967,0,0,141099,275043.0,0,1896,1896,1877,1896,1896.4050000068,,10911,10699,40.5918057663,16007,803579,14707,576089,12900,0.36,0.79,0.46,130.9898,1965.291,10169.784,1965.292,11646.572,5922,0.23,0.67,2281,2277,2277,0,-1,-1,1,1900,137,10,137,116,0,21,0,1,69,90,-1,98,-1,-1,99,100,-1,43,0,15,0,1,0,20349,0,9500,9500,9500,9500,9500,9000,9000,1553408455,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190324_H5_a3827485ebe698e8424c594fa36759ae,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190324_H5_a3827485ebe698e8424c594fa36759ae,https://www.bhphotovideo.com/,VM04-02-192.168.10.90,https://www.bhphotovideo.com/,24,03,bhphoto-home,12,2019,200,Test Complete,18.10
24,2120,1883,1883.8150000011,1883.8150000011,5332,1099,8404,1883.0,0,1,351.0,1,1385498,317189,132188,24181,0,,2407,2119,2119,2112,1110,16,1883,2171,1870,1883,1883,1883,,2409,2407,1300,1109,1109,38,10857,0,1553452615.672198,2408,2407,2120,2120,1816,2113,0,0,141985,242313.0,0,1884,2171,1871,1884,1883.8150000011,,10857,10710,41.3353917406,16007,814223,14707,575130,12900,0.36,0.79,0.53,103.3095,1815.214,5833.094,2223.32,11910.739,5745,0.23,0.67,2410,2408,2408,0,-1,-1,1,1900,139,11,139,116,0,23,0,1,69,90,-1,98,-1,-1,99,100,-1,43,0,15,0,1,0,20370,0,10000,10000,10000,10000,10000,9000,9000,1553452556,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190324_5B_c8d7b0cc5d02f42bc3aed2d5ce92cc47,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190324_5B_c8d7b0cc5d02f42bc3aed2d5ce92cc47,https://www.bhphotovideo.com/,VM03-04-192.168.10.83,https://www.bhphotovideo.com/,24,03,bhphoto-home,12,2019,200,Test Complete,18.10
24,1989,1898,1898.1349999958,1898.1349999958,5252,1092,8516,1898.0,0,1,359.0,1,1383990,314671,131588,23979,0,,2292,1989,1989,1980,1104,12,1898,1898,1879,1898,1898,1898,,2304,2292,1385,1103,1103,37,10820,0,1553496714.183347,2292,2293,1989,1989,1825,1981,0,0,142268,262225.0,0,1898,1898,1880,1898,1898.1349999958,,10820,11220,43.6745815493,16007,807233,14707,577450,12800,0.36,0.79,0.48,141.268,1893.146,8749.438,1893.147,11779.1280000153,5919,0.23,0.67,2305,2293,2292,0,-1,-1,1,1900,128,10,128,113,0,15,0,1,68,90,-1,98,-1,-1,99,100,-1,43,0,15,0,1,0,20412,0,10000,10000,10000,10000,10000,9000,9000,1553496657,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190325_VZ_b4937532bf3d20bac9f3612c38ec681f,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190325_VZ_b4937532bf3d20bac9f3612c38ec681f,https://www.bhphotovideo.com/,VM01-04-192.168.10.62,https://www.bhphotovideo.com/,25,03,bhphoto-home,13,2019,200,Test Complete,18.10
